,trial_id,protocol_or_trial_id,trial_title,therapeutic_area,disease,sponsor,sponsor_type,primary_endpoint,secondary_endpoint,contains_nct,nct_number,drug_id
3405,85941,"ARRAY 543-103, ARRAY-543-103, NCT00637702, TrialTroveID-085941","A Phase I, Open-Label, Multiple Dose Study to Assess the Safety, Tolerability and Effect of Food on Pharmacokinetics of the ARRY-334543 Tablet Formulation Given on a Twice-Daily Oral Regimen in Patients With Advanced Solid Tumors.",Oncology,"Oncology: (N/A); Oncology: Breast; Oncology: Colorectal; Oncology: Gastric; Oncology: Head/Neck; Oncology: Liver; Oncology: Lung, Non-Small Cell; Oncology: Melanoma; Oncology: Pancreas; Oncology: Prostate",Pfizer {Array BioPharma},"Industry, Top 20 Pharma","Maximum tolerated dose, Plasma pharmacokinetics, Safety and Tolerability, Safety and Tolerability",,True,NCT00637702,30661
3406,78830,TrialTroveID-078830,Phase Ib/II trial of ARRY-543 in Combination with Trastuzumab as Maintenance Therapy for Patients with Metastatic Breast Cancer.,Oncology,Oncology: Breast,Pfizer {Array BioPharma},"Industry, Top 20 Pharma",,,False,,30661
3407,78828,TrialTroveID-078828,Phase 1b/2 Trial of ARRY-543 in Combination with Cetuximab in Patients with Metastatic Colorectal Cancer.,Oncology,Oncology: Colorectal,Pfizer {Array BioPharma},"Industry, Top 20 Pharma",,,False,,30661
3408,55861,"ARRAY-543-204, NCT00710736, TrialTroveID-055861",A Phase I Study to Assess the Safety of ARRY-334543 With Capecitabine in Patients With Advanced Cancer,Oncology,Oncology: (N/A); Oncology: Breast; Oncology: Liver; Oncology: Ovarian; Oncology: Unspecified Cancer,Pfizer {Array BioPharma},"Industry, Top 20 Pharma","Adverse Events, Maximum tolerated dose, Safety and Tolerability",,True,NCT00710736,30661
3409,32030,"06044, ARRY-0501, NCT00278902, P1T0501, PARRAY002, PHI 0570, PHI0570, REFMAL 151, RRC10806, TrialTroveID-032030, VICC PHI 0570, VICCPHI0570","A Phase I, Open-Label, Multiple Dose Study to Assess the Safety, Tolerability and Pharmacokinetics of ARRY-334543 Given on a Daily Oral Regimen in Patients with Advanced Cancer.",Oncology,"Oncology: Bladder; Oncology: Breast; Oncology: Cervical; Oncology: CNS, Glioblastoma; Oncology: Colorectal; Oncology: Esophageal; Oncology: Head/Neck; Oncology: Leukemia, Acute Lymphocytic; Oncology: Leukemia, Acute Myelogenous; Oncology: Leukemia, Chronic Lymphocytic; Oncology: Leukemia, Chronic Myelogenous; Oncology: Liver; Oncology: Lung, Non-Small Cell; Oncology: Lymphoma, Non-Hodgkin's; Oncology: Melanoma; Oncology: Ovarian; Oncology: Pancreas; Oncology: Prostate; Oncology: Soft Tissue Sarcoma",Pfizer {Array BioPharma},"Industry, Top 20 Pharma","Dose-limiting toxicities, Maximum tolerated dose, Safety and Tolerability, Safety and Tolerability","CA-125 Response, Circulating Tumor Cells",True,NCT00278902,30661
3410,370120,"BGOG-cx12, ENGOT-cx12, EudraCT Number: 2019-001655-39, GCT1015-07, GOG-3037, innovaTV 301, NCT04697628, SGNTV-003, TrialTroveID-370120","A Randomized, Open-Label, Phase III Trial of Tisotumab Vedotin vs Investigator's Choice Chemotherapy in Second- or Third-Line Recurrent or Metastatic Cervical Cancer",Oncology,Oncology: Cervical,"(Other Cooperative Group), Seagen","Cooperative Group, Industry, all other pharma",Overall survival,"Adverse Events, Complete response, Disease Progression, Duration of overall response, EORTC Quality of Life Questionnaire, EQ-5D-5L, EQ-5D, Overall response rate - duration, Overall response rate, Partial response, Progression-free survival, Quality of Life, Response evaluation criteria in solid tumors, Time to response, Visual Analog Scale",True,NCT04697628,42289
3411,339474,"125348, 19-177, BGOG-cx8, BGOG-cx-8, ENGOT-cx8, EudraCT Number: 2017-004758-40, GCT1015-05, GCT1015-05/ BGOG/ ENGOT-cx8, GCT1015-05/ENGOT-cx8, Gct1015-05/Gog-3024, GOG-3024, GOG3024 GCT1015-05/ENGOT-cx8, GOG-3024/GCT1015-05, innovaTV 205, IRAS ID 255753, METc number: 2019/265, MK3475 KN 834, NCI-2019-01361, NCT03786081, NL66166.018.18, TrialTroveID-339474",A Phase Ib/II Open-Label Trial of Tisotumab Vedotin (HuMax-TF-ADC) Monotherapy and in Combination With Other Agents in Subjects With Recurrent or Stage IVB Cervical Cancer,Oncology,Oncology: Cervical,"(Other Cooperative Group), Gynecologic Oncology Group (GOG), Seagen {Seattle Genetics}, Genmab, Merck & Co./Merck Sharp & Dohme (MSD)","Cooperative Group, Cooperative Group, Industry, all other pharma, Industry, all other pharma, Industry, Top 20 Pharma","Adverse Events, Common Terminology Criteria for Adverse Events, Dose-limiting toxicities, Maximum tolerated dose, Overall response rate, Response evaluation criteria in solid tumors","Adverse Events, Anti-drug antibodies, Duration of overall response, Overall response rate - duration, Overall response rate, Overall survival, Progression-free survival, Response evaluation criteria in solid tumors, Safety and Tolerability, Safety and Tolerability, Time to response",True,NCT03786081,42289
3412,332015,"18-6061, 19758, AAAS1622, EudraCT Number: 2019-001219-22, innovaTV 208, NCI-2018-02323, NCT03657043, OSU-18220, SGNTV002, SGNTV-002, STUDY00143494, TrialTroveID-332015",Open Label Phase II Study of Tisotumab Vedotin for Patients With Platinum-Resistant Ovarian Cancer With a Safety Run-in of a Dose-Dense Regimen,Oncology,Oncology: (N/A); Oncology: Fallopian Tube; Oncology: Ovarian,"Seagen {Seattle Genetics}, Genmab","Industry, all other pharma, Industry, all other pharma","Complete response, Dose-limiting toxicities, Overall response rate, Partial response, Response evaluation criteria in solid tumors, Safety and Tolerability, Safety and Tolerability","Adverse Events, Anti-drug antibodies, CA-125 Response, Clinical benefit rate, Cmax, Complete response, Duration of overall response, Overall response rate - duration, Overall response rate, Overall survival, Partial response, Plasma concentration, Progression-free survival, Progressive disease rate, Response evaluation criteria in solid tumors, Response rate, Safety and Tolerability, Safety and Tolerability, Stable Disease, Time to response",True,NCT03657043,42289
3413,321748,"GCT1015-06, innovaTV 206, JapicCTI-194639, NCT03913741, TrialTroveID-321748",Open Label Phase I/II Trial of Tisotumab Vedotin in Japanese Subjects With Advanced Solid Malignancies,Oncology,Oncology: Cervical; Oncology: Unspecified Solid Tumor,"Seagen {Seattle Genetics}, Genmab","Industry, all other pharma, Industry, all other pharma","Adverse Events, Anti-drug antibodies, Cmax, Common Terminology Criteria for Adverse Events, Dose-limiting toxicities, Elimination half-life, Maximum tolerated dose, Plasma concentration, Safety and Tolerability, Safety and Tolerability, Serious Adverse Events, Tmax","Complete response, Disease Progression, Duration of overall response, Overall response rate - duration, Overall response rate, Partial response, Response evaluation criteria in solid tumors, Time to response",True,NCT03913741,42289
3414,321654,"2018-0293, EudraCT Number: 2017-005076-26, innovaTV 207, IRAS ID 250033, NCI-2018-00676, NCT03485209, SGNTV-001, TrialTroveID-321654",Open Label Phase II Study of Tisotumab Vedotin for Locally Advanced or Metastatic Disease in Solid Tumors,Oncology,"Oncology: Colorectal; Oncology: Head/Neck; Oncology: Lung, Non-Small Cell; Oncology: Pancreas","Seagen {Seattle Genetics}, Genmab","Industry, all other pharma, Industry, all other pharma","Complete response, Overall response rate, Partial response, Response evaluation criteria in solid tumors, Safety and Tolerability","Adverse Events, Anti-drug antibodies, Clinical benefit rate, Cmax, Duration of overall response, Overall response rate - duration, Overall response rate, Overall survival, Plasma concentration, Progression-free survival, Progressive disease rate, Response evaluation criteria in solid tumors, Safety and Tolerability, Safety and Tolerability, Time to response",True,NCT03485209,42289
3415,310798,"0020026, 20180702, BGOG-cx6, C-334, ECLAT/AGO-OP.6, ENGOT-cx6, EudraCT Number: 2017-003413-25, GCT1015-04, Genmab 1015-04 GOG 3023, GOG-3023, innovaTV 204, innovaTV 204/GOG-3023/ENGOT-cx6, NCI-2018-01637, NCT03438396, TrialTroveID-310798","A Single Arm, Multicenter, International Trial of Tisotumab Vedotin (HuMax-TF-ADC) in Previously Treated, Recurrent or Metastatic Cervical Cancer",Oncology,Oncology: Cervical,"(Other Cooperative Group), Seagen {Seattle Genetics}, Genmab","Cooperative Group, Industry, all other pharma, Industry, all other pharma","Overall response rate, Response evaluation criteria in solid tumors","Adverse Events, Duration of overall response, Overall response rate - duration, Overall response rate, Overall survival, Progression-free survival, Quality of Life, Response evaluation criteria in solid tumors, Safety and Tolerability, Safety and Tolerability, Time to response",True,NCT03438396,42289
3416,303358,"20170362, EudraCT Number: 2016-004743-37, GCT1015-03, IRAS ID-222308, NCI-2017-02045, NCT03245736, TrialTroveID-303358","A Multi-Center, Open-Label Trial Investigating the Efficacy and Safety of Continued Treatment with Tisotumab Vedotin in Patients with Solid Tumors Known to Express Tissue Factor",Oncology,"Oncology: Bladder; Oncology: Cervical; Oncology: Endometrial; Oncology: Esophageal; Oncology: Head/Neck; Oncology: Lung, Non-Small Cell; Oncology: Ovarian; Oncology: Prostate","Genmab, Seagen","Industry, all other pharma, Industry, all other pharma","Adverse Events, Safety and Tolerability",,True,NCT03245736,42289
3417,264611,"2015-0597, EudraCT Number: 2015-001120-29, GEN702, innovaTV 202, IRAS ID: 179637, NCI-2015-01770, NCT02552121, TrialTroveID-264611",Dose-escalating and Cohort Expansion Safety Trial of Tissue Factor Specific Antibody Drug Conjugate Tisotumab Vedotin (HuMax-TF-ADC) in Patients With Locally Advanced and/or Metastatic Solid Tumors Known to Express Tissue Factor,Oncology,"Oncology: Bladder; Oncology: Cervical; Oncology: Endometrial; Oncology: Esophageal; Oncology: Gastric; Oncology: Lung, Non-Small Cell; Oncology: Ovarian; Oncology: Prostate","Seagen {Seattle Genetics}, Genmab","Industry, all other pharma, Industry, all other pharma","Adverse Events, Common Terminology Criteria for Adverse Events, Maximum tolerated dose, Safety and Tolerability, Safety and Tolerability, Serious Adverse Events, Treatment Emergent Adverse Events","Anti-drug antibodies, Area under the curve score, CA-125 Response, Cmax, Complete response, Disease Progression, Duration of overall response, Elimination half-life, Maximum tolerated dose, Neuropathy, Overall response rate, Partial response, Plasma concentration, Plasma pharmacokinetics, Progression-free survival, Progressive disease rate, Safety and Tolerability, Stable Disease, Tmax, Volume of distribution",True,NCT02552121,42289
3418,190531,"2013-0699, 20151076, 201612043, C-279, EudraCT Number: 2013-001074-15, GEN701, innovaTV 201, IRAS ID: 135103, NCI-2014-01166, NCT02001623, TrialTroveID-190531","First-in-human, Dose-escalating Safety Study of Tissue Factor Specific Antibody Drug Conjugate Tisotumab Vedotin (HuMax TF ADC) in Patients with Locally Advanced and/or Metastatic Solid Tumors Known to Express Tissue Factor",Oncology,"Oncology: Bladder; Oncology: Cervical; Oncology: Endometrial; Oncology: Esophageal; Oncology: Head/Neck; Oncology: Lung, Non-Small Cell; Oncology: Ovarian; Oncology: Pancreas; Oncology: Prostate","Seagen {Seattle Genetics}, Genmab","Industry, all other pharma, Industry, all other pharma","Adverse Events, Common Terminology Criteria for Adverse Events, Maximum tolerated dose, Overall response rate, Response rate, Safety and Tolerability, Safety and Tolerability, Serious Adverse Events","Anti-drug antibodies, CA-125 Response, Cmax, Duration of overall response, Elimination half-life, Maximum tolerated dose, Neuropathy, Overall response rate, Partial response, Progression-free survival, Response evaluation criteria in solid tumors, Safety and Tolerability, Stable Disease, Tmax, Volume of distribution",True,NCT02001623,42289
3419,398659,"NCT04788420, Sorafenib-Flt3 AML-2020",Influence of Co-existing Mutations on Sorafenib Maintenance Therapy After Allogeneic Hematopoietic Stem Cell Transplantation for Patients With FLT3-ITD Positive Acute Myeloid Leukemia,,NA: ClinicalTrials.gov,"First Affiliated Hospital of Zhejiang University, Institute of Hematology & Blood Diseases Hospital, Nanfang Hospital of Southern Medical University, Peking University People's Hospital, The First Affiliated Hospital of Guangzhou Medical University, The First Affiliated Hospital of Soochow University, Third Affiliated Hospital, Sun Yat-Sen University, Xiangya Hospital of Central South University, Xinqiao Hospital of Chongqing, Zhujiang Hospital, First People's Hospital of Chenzhou","ClinicalTrials.gov, Academic, Academic, ClinicalTrials.gov, ClinicalTrials.gov, ClinicalTrials.gov, ClinicalTrials.gov, ClinicalTrials.gov, Academic, ClinicalTrials.gov, ClinicalTrials.gov",,Disease-free survival,True,NCT04788420,15581
3420,396811,"NCT04752527, SZ-AML01, TrialTroveID-396811",The Clinical Study of Individualized Induction Therapy for Non-elderly Patients With Acute Myeloid Leukemia and Adverse Risk Features Guided by Rapid Screening With FISH and NGS,Oncology,"Oncology: Leukemia, Acute Myelogenous",(Other Hospital/Academic/Medical Center),Academic,"Complete response, Disease-free survival","Adverse Events, Event-free survival, Overall survival",True,NCT04752527,15581
3421,394362,"ChiCTR2100041874, DOUBLE-001, TrialTroveID-394362",DOUBLE-001: A Multi-center Phase II Trial Evaluating the Effcacy and Safety of Hepatic Infusion of Camrelizumab and Oxaliplatin Plus Fluorouracil/ Leucovorin Combined with Sorafenib for Advanced Hepatocellular Carcinoma,Oncology,Oncology: Liver,(Other Hospital/Academic/Medical Center),Academic,Overall response rate,"Adverse Events, Overall survival, Progression-free survival, Quality of Life",False,,15581
3422,393063,"NCT04687163, SH-3, TrialTroveID-393063","Sorafenib or Lenvatinib Plus Hepatic Artery Infusion of 130 mg/m² Oxaliplatin, Leucovorin, and Fluorouracil Versus Sorafenib or Lenvatinib Plus Hepatic Artery Infusion of 85 mg/m² Oxaliplatin, Leucovorin, and 1200 mg/m² Fluorouracil for Unresectable Advanced Hepatocellular Carcinoma: a Randomised Phase III Trial",Oncology,Oncology: Liver,(Other Hospital/Academic/Medical Center),Academic,Overall survival,"Adverse Events, Overall response rate, Progression-free survival, Time to response",True,NCT04687163,15581
3423,392332,"NCT04674345, Sorafenib-Non-Flt3 AL-2020, TrialTroveID-392332",Sorafenib Maintenance for Prophylaxis of Leukemia Relapse in Allogeneic Hematopoietic Stem Cell Transplant Recipients With FLT3 Negative Acute Leukemia,Oncology,"Oncology: Leukemia, Acute Myelogenous","(Other Hospital/Academic/Medical Center), Nanfang Hospital of Southern Medical University","Academic, Academic",,"Disease-free survival, Overall survival",True,NCT04674345,15581
